date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-04-16," ""New York""",222284.0,328295.0,,17735.0,50450.0,5091.0,,,,23887.0,bd386393a80d22e8b4638b53c9a00a316b7c209a,2020-04-16T20:00:00Z,12192.0,50450.0,550579.0,550579.0,550579.0,36,606.0,4249.0,16062.0,8505.0,24567.0
2020-04-16," ""Ohio""",8414.0,66426.0,,,2331.0,,707.0,,,,d2f0dea6e94f7fef69d41e2dbbead2143d030efd,2020-04-16T20:00:00Z,389.0,2331.0,74840.0,74840.0,74840.0,39,28.0,94.0,2665.0,623.0,3288.0
2020-04-16," ""Oklahoma""",2357.0,28542.0,,236.0,528.0,163.0,,,,1240.0,34565e51b7a75892769360e0777101a5ee4a420b,2020-04-16T20:00:00Z,131.0,528.0,30899.0,30899.0,30899.0,40,8.0,18.0,1586.0,94.0,1680.0
2020-04-16," ""Oregon""",1736.0,33202.0,,307.0,414.0,89.0,,43.0,,,7687b415f103f263c88274f27175bd5f223e0fcf,2020-04-16T20:00:00Z,64.0,414.0,34938.0,34938.0,34938.0,41,6.0,13.0,1514.0,73.0,1587.0
2020-04-16," ""Pennsylvania""",27735.0,113735.0,,2512.0,,,,675.0,,,3451836d13d960a278308c0a8bc877668376fda8,2020-04-16T20:00:00Z,707.0,,141470.0,141470.0,141470.0,42,60.0,0.0,2641.0,1245.0,3886.0
2020-04-16," ""Puerto Rico""",1043.0,7315.0,1465.0,,,,,,,,0f1b0b0eccfdaeeafea3a6c037a304b113bb219d,2020-04-16T20:00:00Z,56.0,,9823.0,8358.0,8358.0,72,5.0,0.0,490.0,69.0,559.0
2020-04-16," ""Rhode Island""",3838.0,24226.0,,245.0,331.0,61.0,,43.0,,182.0,bb544990f7c3e3da791f26108024f6657594c9c3,2020-04-16T20:00:00Z,105.0,331.0,28064.0,28064.0,28064.0,44,18.0,0.0,1858.0,309.0,2167.0
2020-04-16," ""South Carolina""",3656.0,31077.0,,,675.0,,,,,,4f595f8157dc108d79c5c84582734e32cad3cfe9,2020-04-16T20:00:00Z,107.0,675.0,34733.0,34733.0,34733.0,45,0.0,0.0,0.0,0.0,0.0
2020-04-16," ""South Dakota""",1311.0,9239.0,2.0,,55.0,,,,,373.0,acf65b2256b92f503485645dfd2318e10c6517d8,2020-04-16T20:00:00Z,7.0,55.0,10552.0,10550.0,10550.0,46,1.0,4.0,548.0,143.0,691.0
2020-04-16," ""Tennessee""",6262.0,78787.0,,,691.0,,,,,2786.0,eaf32844c68a683d76188caaa701c09a801e5a95,2020-04-16T20:00:00Z,141.0,691.0,85049.0,85049.0,85049.0,47,6.0,28.0,3970.0,183.0,4153.0
2020-04-16," ""Texas""",16455.0,142092.0,,1459.0,,,,,,3677.0,f5a1a7a1a57afbec5a59835798a8bafb84e8d661,2020-04-16T20:00:00Z,393.0,,158547.0,158547.0,158547.0,48,29.0,0.0,5774.0,963.0,6737.0
2020-04-16," ""Utah""",2683.0,46995.0,,,238.0,,,,,357.0,4c78de52111a12808864cd3f24c4421ed0ed2e16,2020-04-16T20:00:00Z,21.0,238.0,49678.0,49678.0,49678.0,49,1.0,17.0,1923.0,141.0,2064.0
2020-04-16," ""Virginia""",6889.0,39555.0,537.0,1337.0,1114.0,427.0,,238.0,,951.0,eae55eac787f3e4c2e73870cc66c941eb81919a5,2020-04-16T20:00:00Z,208.0,1114.0,46981.0,46444.0,46444.0,51,13.0,66.0,1886.0,389.0,2275.0
2020-04-16," ""Virgin Islands""",51.0,357.0,35.0,,,,,,,46.0,143c5d6649137d1edc42de6a5dd0031c456f3d4f,2020-04-16T20:00:00Z,1.0,,443.0,408.0,408.0,78,0.0,0.0,26.0,0.0,26.0
2020-04-16," ""Vermont""",768.0,10739.0,,58.0,,,,,,15.0,1ea60000d2e949646925602b03e1fd49dd2bfeef,2020-04-16T20:00:00Z,35.0,,11507.0,11507.0,11507.0,50,5.0,0.0,417.0,9.0,426.0
2020-04-16," ""Washington""",10783.0,113500.0,,595.0,,196.0,,,,,e57aba3ae7c0f1cc70bf49c00bdf5add9c1f6e35,2020-04-16T20:00:00Z,567.0,,124283.0,124283.0,124283.0,53,26.0,0.0,1340.0,89.0,1429.0
2020-04-16," ""Wisconsin""",3875.0,40974.0,218.0,394.0,1121.0,147.0,299.0,,,,b489f85e57a1a10a130ad9b1a778b36f397c01ab,2020-04-16T20:00:00Z,197.0,1121.0,45067.0,44849.0,44849.0,55,15.0,30.0,1648.0,154.0,1802.0
2020-04-16," ""West Virginia""",739.0,17567.0,,85.0,,34.0,,24.0,,223.0,05b379c922d4696ed601bea890c1897fb79d5174,2020-04-16T20:00:00Z,13.0,,18306.0,18306.0,18306.0,54,3.0,0.0,613.0,37.0,650.0
2020-04-16," ""Wyoming""",296.0,6131.0,,19.0,43.0,,,,,148.0,e5c5dc72231ac86d9fbfe8b9c6bd9ee605b3943c,2020-04-16T20:00:00Z,2.0,43.0,6427.0,6427.0,6427.0,56,0.0,0.0,89.0,9.0,98.0
2020-04-15," ""Alaska""",293.0,8371.0,,,34.0,,,,,106.0,673f84f2ad0944b787570c22a3fa5081f0dee21a,2020-04-15T20:00:00Z,9.0,34.0,8664.0,8664.0,8664.0,2,0.0,2.0,308.0,8.0,316.0
2020-04-15," ""Alabama""",4113.0,29964.0,,,525.0,,219.0,,134.0,,b67f0835fabad299a3701a2e6ba8f3214f60186b,2020-04-15T20:00:00Z,121.0,525.0,34077.0,34077.0,34077.0,1,11.0,32.0,723.0,237.0,960.0
2020-04-15," ""Arkansas""",1569.0,20265.0,,83.0,130.0,,43.0,26.0,39.0,489.0,3d44b421c28add57d694ce93d5d4fb0c52b4f1f1,2020-04-15T20:00:00Z,33.0,130.0,21834.0,21834.0,21834.0,5,3.0,0.0,614.0,89.0,703.0
2020-04-15," ""American Samoa""",0.0,3.0,17.0,,,,,,,,8e1b2a94a99618ad907f782452421342c293290e,2020-04-15T20:00:00Z,,,20.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
2020-04-15," ""Arizona""",3962.0,41348.0,,590.0,,286.0,,202.0,,385.0,cced5a2b57e0eb8fe4113e4fc7de313b92761598,2020-04-15T20:00:00Z,142.0,,45310.0,45310.0,45310.0,4,11.0,0.0,1058.0,156.0,1214.0
2020-04-15," ""California""",24424.0,192062.0,13200.0,5163.0,,1175.0,,,,,07566a23b8d837a8af05eb08dd1bbc9beabd8fef,2020-04-15T20:00:00Z,821.0,,229686.0,216486.0,216486.0,6,63.0,0.0,13192.0,1086.0,14278.0
2020-04-15," ""Colorado""",7941.0,31639.0,,,1556.0,,,,,,73e9a379e7b51c561e652bd4c53c0ae29547b9a2,2020-04-15T20:00:00Z,329.0,1556.0,39580.0,39580.0,39580.0,8,21.0,63.0,588.0,250.0,838.0
2020-04-15," ""Connecticut""",14755.0,35388.0,,1908.0,,,,,,,2d22b602de0610e18d57043cc51080f8edba9a01,2020-04-15T20:00:00Z,868.0,,50143.0,50143.0,50143.0,9,197.0,0.0,3536.0,766.0,4302.0
2020-04-15," ""District of Columbia""",2197.0,9328.0,,313.0,,105.0,,79.0,,530.0,40f095fc5893e7b59e1156d52eef137249615c15,2020-04-15T20:00:00Z,72.0,,11525.0,11525.0,11525.0,11,5.0,0.0,-132.0,139.0,7.0
2020-04-15," ""Delaware""",2014.0,11088.0,,208.0,,,,,,354.0,16da060a7231775a11a6c916d60f30170d958dec,2020-04-15T20:00:00Z,46.0,,13102.0,13102.0,13102.0,10,5.0,0.0,545.0,253.0,798.0
2020-04-15," ""Florida""",22511.0,190998.0,1335.0,,3344.0,,,,,,f8fa87d0742465433075ca7eaf8ea8118844a595,2020-04-15T20:00:00Z,609.0,3344.0,214844.0,213509.0,213509.0,12,72.0,284.0,9185.0,1144.0,10329.0
2020-04-15," ""Georgia""",14987.0,49103.0,,,2922.0,,,,,,cae9735f50c95ddb53ba6d92a2f2b3fcddd93e6c,2020-04-15T20:00:00Z,552.0,2922.0,64090.0,64090.0,64090.0,13,51.0,153.0,1531.0,764.0,2295.0
2020-04-15," ""Guam""",135.0,843.0,,9.0,,2.0,,2.0,,73.0,8d1942c5bf59b1ff47c23035904164b11b51ca62,2020-04-15T20:00:00Z,5.0,,978.0,978.0,978.0,66,0.0,0.0,32.0,0.0,32.0
2020-04-15," ""Hawaii""",517.0,19286.0,,,45.0,,,,,333.0,a714a697aec8c9b1f06e2418ad98376f9995f6cf,2020-04-15T20:00:00Z,9.0,45.0,19803.0,19803.0,19803.0,15,0.0,1.0,370.0,13.0,383.0
2020-04-15," ""Iowa""",1995.0,17874.0,,171.0,,78.0,,43.0,,908.0,325bab5cc4423ccded984dc754f6627f5de425ef,2020-04-15T20:00:00Z,53.0,,19869.0,19869.0,19869.0,19,4.0,0.0,888.0,96.0,984.0
2020-04-15," ""Idaho""",1464.0,13934.0,,,141.0,,43.0,,,,47b70ce8d525ccfe2bdcc36bf60c815557d3ef29,2020-04-15T20:00:00Z,39.0,141.0,15398.0,15398.0,15398.0,16,6.0,6.0,273.0,11.0,284.0
2020-04-15," ""Illinois""",24593.0,92336.0,,4283.0,,1189.0,,796.0,,,0c46a8e1185cbf2da83f959bc450567d3e657902,2020-04-15T20:00:00Z,948.0,,116929.0,116929.0,116929.0,17,80.0,0.0,4967.0,1346.0,6313.0
2020-04-15," ""Indiana""",8955.0,39441.0,,,,737.0,,422.0,,,2e66ab2081462fe7175b10cf71954f89ee0bd970,2020-04-15T20:00:00Z,436.0,,48396.0,48396.0,48396.0,18,48.0,0.0,1951.0,428.0,2379.0
2020-04-15," ""Kansas""",1494.0,13174.0,,,342.0,,,,,,741290e76dc8a96f228e1b1f0265839274c1bb2f,2020-04-15T20:00:00Z,76.0,342.0,14668.0,14668.0,14668.0,20,7.0,15.0,453.0,68.0,521.0
2020-04-15," ""Kentucky""",2210.0,25487.0,,305.0,687.0,137.0,263.0,,,653.0,7a9d1b012f945c1b95c8ae33f3e74905cb97db2c,2020-04-15T20:00:00Z,115.0,687.0,27697.0,27697.0,27697.0,21,11.0,14.0,852.0,162.0,1014.0
2020-04-15," ""Louisiana""",21951.0,99977.0,,1943.0,,,,425.0,,,4867cbef72b802351bee7b6a64aeb28b6cf873ea,2020-04-15T20:00:00Z,1103.0,,121928.0,121928.0,121928.0,22,90.0,0.0,3073.0,433.0,3506.0
2020-04-15," ""Massachusetts""",29918.0,102105.0,,3454.0,2340.0,973.0,,,,,fc3d0f5603c4ca1e73013a821ed19e6e5f672195,2020-04-15T20:00:00Z,1108.0,2340.0,132023.0,132023.0,132023.0,25,151.0,0.0,3717.0,1755.0,5472.0
2020-04-15," ""Maryland""",10032.0,45731.0,,,2231.0,,,,,607.0,21fc0ecd1c9792f868faec7e483042e4a31d3ce3,2020-04-15T20:00:00Z,349.0,2231.0,55763.0,55763.0,55763.0,24,47.0,109.0,1470.0,560.0,2030.0
2020-04-15," ""Maine""",770.0,14076.0,,48.0,126.0,22.0,,9.0,,305.0,e9cf94b8fa7dbbd5ae8f4d19a59dc0e95f68bb69,2020-04-15T20:00:00Z,24.0,126.0,14846.0,14846.0,14846.0,23,4.0,2.0,2468.0,36.0,2504.0
2020-04-15," ""Michigan""",28059.0,61638.0,,3918.0,,1468.0,,1212.0,,452.0,c15ad5c7dee7ddd892a0f92c12ece0400b55d4a7,2020-04-15T20:00:00Z,1921.0,,89697.0,89697.0,89697.0,26,153.0,0.0,2413.0,1058.0,3471.0
2020-04-15," ""Minnesota""",1809.0,38433.0,,197.0,445.0,93.0,175.0,,,940.0,f1171cb80ab97afa1d029dfd356d4615dc88bfb7,2020-04-15T20:00:00Z,87.0,445.0,40242.0,40242.0,40242.0,27,8.0,40.0,887.0,114.0,1001.0
2020-04-15," ""Missouri""",4895.0,44117.0,,1024.0,,,,,,,6e4be90622adf587d625b5751989a07a554a11af,2020-04-15T20:00:00Z,147.0,,49012.0,49012.0,49012.0,29,14.0,0.0,825.0,209.0,1034.0
2020-04-15," ""Northern Mariana Islands""",13.0,27.0,7.0,,,,,,,,9e4313b445ebbe0b16760b3bbee331ae6401250e,2020-04-15T20:00:00Z,2.0,,47.0,40.0,40.0,69,0.0,0.0,0.0,0.0,0.0
2020-04-15," ""Mississippi""",3360.0,34791.0,,,645.0,154.0,,99.0,,,d05e5d2b8e752c0ad1a46b77af0cacd196370dd3,2020-04-15T20:00:00Z,122.0,645.0,38151.0,38151.0,38151.0,28,11.0,49.0,0.0,273.0,273.0
2020-04-15," ""Montana""",404.0,9179.0,,21.0,51.0,,,,,209.0,93ecb003f2a23275e2e681d720654a0a2ceabaf8,2020-04-15T20:00:00Z,7.0,51.0,9583.0,9583.0,9583.0,30,0.0,1.0,344.0,5.0,349.0
2020-04-15," ""North Carolina""",5123.0,62704.0,,431.0,,,,,,,5f92fc6275e53ffc256dcd7aef4ea36d732744f7,2020-04-15T20:00:00Z,117.0,,67827.0,67827.0,67827.0,37,9.0,0.0,2689.0,99.0,2788.0
2020-04-15," ""North Dakota""",365.0,10952.0,,13.0,44.0,,,,,142.0,7560537f4933cf30f04500c5b9fa651e3eb9487b,2020-04-15T20:00:00Z,9.0,44.0,11317.0,11317.0,11317.0,38,0.0,2.0,377.0,24.0,401.0
2020-04-15," ""Nebraska""",901.0,10828.0,,,,,,,,,d32127075c9d4b81935ccbceef63e04783cd46e6,2020-04-15T20:00:00Z,20.0,,11729.0,11729.0,11729.0,31,2.0,0.0,342.0,30.0,372.0
2020-04-15," ""New Hampshire""",1139.0,11027.0,121.0,70.0,178.0,,,,,365.0,015c02d79a187cd5e8069e8e8b56675ef3310118,2020-04-15T20:00:00Z,32.0,178.0,12287.0,12166.0,12166.0,33,9.0,26.0,437.0,119.0,556.0
2020-04-15," ""New Jersey""",71030.0,72991.0,,8270.0,,1980.0,,1705.0,,,a1d3be61faebbecb0fb2d8564b474468f1ffdd78,2020-04-15T20:00:00Z,3156.0,,144021.0,144021.0,144021.0,34,351.0,0.0,2041.0,2206.0,4247.0
2020-04-15," ""New Mexico""",1407.0,31443.0,,87.0,181.0,,,,,340.0,c2a768159fbeb43c1952ca1b95b6da166f99514d,2020-04-15T20:00:00Z,36.0,181.0,32850.0,32850.0,32850.0,35,5.0,0.0,818.0,62.0,880.0
2020-04-15," ""Nevada""",3211.0,24444.0,,,,,,,,,982c76668c33c42b936979ce9d53140cf470e47d,2020-04-15T20:00:00Z,131.0,,27655.0,27655.0,27655.0,32,11.0,0.0,871.0,123.0,994.0
2020-04-15," ""New York""",213779.0,312233.0,,18697.0,46201.0,5225.0,,,,23887.0,1345a6429c3718d790172d3c91f25184b1df3832,2020-04-15T20:00:00Z,11586.0,46201.0,526012.0,526012.0,526012.0,36,752.0,0.0,15298.0,11571.0,26869.0
2020-04-15," ""Ohio""",7791.0,63761.0,,,2237.0,,677.0,,,,ea6e49b055a0ca5556581c489b1856a532675634,2020-04-15T20:00:00Z,361.0,2237.0,71552.0,71552.0,71552.0,39,37.0,81.0,3040.0,638.0,3678.0
2020-04-15," ""Oklahoma""",2263.0,26956.0,,194.0,510.0,107.0,,,,1115.0,8a12432d26cb2221b2f83b98d44a24500c54d06c,2020-04-15T20:00:00Z,123.0,510.0,29219.0,29219.0,29219.0,40,15.0,22.0,871.0,79.0,950.0
2020-04-15," ""Oregon""",1663.0,31688.0,,305.0,401.0,95.0,,43.0,,,c6fed9f1fa421f55707f0ddac96736083ab45ee8,2020-04-15T20:00:00Z,58.0,401.0,33351.0,33351.0,33351.0,41,3.0,20.0,958.0,30.0,988.0
2020-04-15," ""Pennsylvania""",26490.0,111094.0,,2395.0,,,,668.0,,,4318df239342730ed7c96fe01174f84b229181cf,2020-04-15T20:00:00Z,647.0,,137584.0,137584.0,137584.0,42,63.0,0.0,2808.0,1145.0,3953.0
2020-04-15," ""Puerto Rico""",974.0,6825.0,1410.0,,,,,,,,43474cb427471e7c540223732e9e98269c0e2af1,2020-04-15T20:00:00Z,51.0,,9209.0,7799.0,7799.0,72,6.0,0.0,541.0,51.0,592.0
2020-04-15," ""Rhode Island""",3529.0,22368.0,,229.0,331.0,54.0,,44.0,,168.0,505c2312cd82df0fdf0f7f2f0985489df7125f75,2020-04-15T20:00:00Z,87.0,331.0,25897.0,25897.0,25897.0,44,7.0,0.0,2719.0,278.0,2997.0
2020-04-15," ""South Carolina""",3656.0,31077.0,,,675.0,,,,,,a2abbb9b0fcf19b2af159e4a2079f4942aa3d7ac,2020-04-15T20:00:00Z,107.0,675.0,34733.0,34733.0,34733.0,45,10.0,0.0,758.0,103.0,861.0
2020-04-15," ""South Dakota""",1168.0,8691.0,0.0,,51.0,,,,,329.0,56f54f4b46df7451d1557a1535094be9d8b7334e,2020-04-15T20:00:00Z,6.0,51.0,9859.0,9859.0,9859.0,46,0.0,6.0,383.0,180.0,563.0
2020-04-15," ""Tennessee""",6079.0,74817.0,,,663.0,,,,,2196.0,2e637ff36a1861115fbebf8ec944d2c97aa82f70,2020-04-15T20:00:00Z,135.0,663.0,80896.0,80896.0,80896.0,47,11.0,30.0,1809.0,256.0,2065.0
2020-04-15," ""Texas""",15492.0,136318.0,,1538.0,,,,,,3150.0,fd169f5a78bd0ac684499791a5ba2f0ee8318a26,2020-04-15T20:00:00Z,364.0,,151810.0,151810.0,151810.0,48,46.0,0.0,4475.0,868.0,5343.0
2020-04-15," ""Utah""",2542.0,45072.0,,,221.0,,,,,218.0,f1de11bfb56f8f39c4440f1921363b342a5826da,2020-04-15T20:00:00Z,20.0,221.0,47614.0,47614.0,47614.0,49,1.0,8.0,1008.0,130.0,1138.0
2020-04-15," ""Virginia""",6500.0,37669.0,496.0,1298.0,1048.0,394.0,,234.0,,752.0,7dc829337ed6386ccc773e2f04348f2c7b7a0dbb,2020-04-15T20:00:00Z,195.0,1048.0,44665.0,44169.0,44169.0,51,41.0,1048.0,1077.0,329.0,1406.0
